0	1	2	3	4	5	6	7	8	9	10	11
EIF3C	EIF3M	BRIP1	ZNF782	RP11-356C4.2	KLHDC8A	SLC6A6	MDGA1	CCNA1	GDE1	AC016251.1	TEKT5
ATXN2L	KIF18A	INTS2	XPA	AC133919.6	LAX1	MKRN2	BRPF3	SMAD9	RP11-719K4.2	NGRN	ZNF500
TNRC6A	TCP11L1	HEATR6	ZNF510	CENPBD1	CHI3L1	TPRXL	TBC1D22B	ALG5	KIAA0430	C15orf38-AP3S2	NAGPA
SH2B1	METTL15	SMG8	FOXE1	CENPBD1	PPFIA4	ATP2B2	C6orf89	CCNA1	NOMO3	PEX11A	ALG1
NUPR1	DCDC5	LIMD2	NCBP1	DEF8	LEMD1	PPARG	PI16	MAB21L1	PLA2G10	SV2B	FAM100A
BOLA2	DNAJC24	CTD-2510F5.6	CTSL2	DBNDD1	SLC45A3	SLC6A11	KCNK17	KBTBD7	NDE1	CHD2	NMRAL1
SNX29P2	CSTF3	TANC2	NANS	DBNDD1	CNTN2	FBLN2	CPNE5	LHFP	ITPRIPL2	MCTP2	C16orf72
SULT1A2	NAT10	METTL2A	TDRD7	FANCA	KDM5B	NUP210	KIF6	RGCC	BFAR	SV2B	TMEM186
SH2B1	FBXO3	POLG2	HIATL2	DBNDD1	SNRPE	ZFYVE20	FANCE	CCDC169	RPS15A	ANPEP	SLX4
CD19	CAT	CLTC	AAED1	FANCA	UBE2T	LSM3	SLC26A8	POSTN	NPIPP1	GABARAPL3	ADCY9
SULT1A1	HIPK3	CSH1	LPPR1	SPIRE2	ELK4	METTL6	TEAD3	AL133318.1	NOMO2	PEX11A	TRAP1
KDM8	IMMP1L	HEATR6	FANCC	CENPBD1	TMEM183A	PPARG	CLPS	COG6	PLA2G10	CRTC3	SEPT12
LCMT1	KCNA4	CCDC47	TDRD7	DEF8	SOX13	MKRN2	RPL10A	SOHLH2	KIAA0430	SLCO3A1	METTL22
CTB-134H23.2	ANO3	SCN4A	ZNF782	SPIRE2	CNTN2	NUP210	KIF6	SERTM1	BFAR	TTLL13	CARHSP1
AQP8	HIPK3	C17orf82	HIATL2	DEF8	RABIF	GHRL	CDKN1A	RFC3	GP2	FES	TFAP4
ARHGAP17	CAPRIN1	GNA13	LPPR1	FANCA	CNTN2	PPARG	SRPK1	FOXO1	NOMO3	ANPEP	NMRAL1
KIAA0556	ABTB2	CTD-2510F5.6	INVS	SPIRE2	FMOD	EAF1	ARMC12	POSTN	PDXDC1	MESP1	CREBBP
ATP2A1	TCP11L1	AXIN2	SLC35D2	TCF25	ZC3H11A	FANCD2	MAPK13	FAM48A	PDXDC1	NR2F2	AC012676.1
BOLA2	CAT	RAD51C	NR4A3	PRDM7	MYBPH	PPARG	PXT1	N4BP2L1	RRN3	AC016251.1	ROGDI
NSMCE1	IMMP1L	DCAF7	FANCC	FANCA	RP11-480I12.4	TATDN2	MAPK13	NHLRC3	NTAN1	BLM	SEPT12
CACNG3	CCDC34	RAD51C	GALNT12	RP11-356C4.2	LRRN2	SYN2	KCNK5	SPG20	RP11-467M13.1	AP3S2	FAM100A
TUFM	KIF18A	C17orf72	TMOD1	PRDM7	TMEM81	WNT7A	CLPSL2	ELF1	RP11-1212A22.2	IDH2	DNASE1
CACNG3	FBXO3	PTRH2	CTSL2	FANCA	LAX1	SLC6A11	PXT1	N4BP2L2	SHISA9	ANPEP	UBN1
SNX29P2	CCDC34	CACNG5	KRT8P11	AC133919.6	CHIT1	CAND2	DAAM2	AKAP11	MKL2	GABARAPL3	ANKS3
NUPR1	RCN1	PPM1E	COL15A1	SPIRE2	TMCC2	BRK1	PNPLA1	DGKH	SMG1	NR2F2	ABAT
SH2B1	KCNA4	C17orf64	TMOD1	FANCA	ELK4	FANCD2	ETV7	NBEA	NDE1	RCCD1	SRL
SBK1	ELF5	CSH2	FANCC	RP11-356C4.2	BTG2	FGD5	MTCH1	WBP4	RRN3	IQGAP1	DNASE1
SULT1A1	CSTF3	CACNG5	GALNT12	GAS8	UBE2T	SEC13	CLPSL2	FOXO1	ABCC1	KIF7	MGRN1
BOLA2	KIF18A	SCN4A	MSANTD3-TMEFF1	MC1R	NFASC	BTD	KCNK16	NHLRC3	PDILT	C15orf32	ANKS3
LAT	C11orf91	MED13	KRT8P11	PRDM7	ETNK2	WNT7A	BTBD9	VWA8	PDXDC1	FANCI	UBN1
KDM8	PRRG4	MED13	FANCC	DEF8	LAX1	FANCD2OS	KIF6	TNFSF11	ITPRIPL2	PLIN1	TEKT5
CTB-134H23.2	FIBIN	NACA2	STX17	MC1R	FMOD	TIMP4	RPL10A	KL	MYH11	RGMA	UBN1
APOBR	KIF18A	BRIP1	FAM22G	TCF25	KISS1	CAPN7	CLPSL2	RFXAP	IQCK	MCTP2	DNAJA3
APOBR	LIN7C	RP11-51F16.8	TRIM14	FANCA	ADORA1	TMEM40	MTCH1	FREM2	MKL2	AC087477.1	FAM86A
EIF3C	ELP4	TRIM37	TBC1D2	MC1R	BTG2	RAF1	FGD2	POSTN	TMC5	VPS33B	NLRC3
LAT	CCDC73	TRIM37	DKFZP434H0512	DEF8	BTG2	RAF1	GLP1R	RFXAP	ITPRIPL2	TTLL13	SLX4
SULT1A1	LUZP2	MARCH10	COL15A1	AC133919.6	RBBP5	SLC6A1	C6orf222	CSNK1A1L	TMC7	GABARAPL3	ZNF500
CTD-3203P2.2	ANO5	CCDC47	BAAT	RP11-356C4.2	REN	MKRN2-AS1	LHFPL5	MRPS31	AC092291.2	FES	CORO7-PAM16
SH2B1	CCDC34	CEP112	MRPL50	DBNDD1	GOLT1A	ZFYVE20	TBC1D22B	ELF1	SMG1	RCCD1	C16orf96
KIAA0556	NAT10	GH2	GABBR2	FANCA	NUAK2	TIMP4	BTBD9	BRCA2	GPR139	CHD2	SEPT12
CD19	GAS2	CEP95	HIATL2	CENPBD1	CDK18	SLC6A6	KIF6	CCNA1	NDE1	MAN2A2	TFAP4
PRKCB	TCP11L1	CTD-2535L24.2	BAAT	SPIRE2	PRELP	WNT7A	PPIL1	VWA8	PDILT	CHD2	RP11-127I20.4
PRKCB	MUC15	CYB561	XPA	FANCA	MFSD4	HRH1	TEAD3	TRPC4	UMOD	IDH2	ZNF500
SULT1A1	SLC17A6	CTD-2510F5.6	TMEFF1	GAS8	NFASC	TMEM40	BTBD9	STARD13	RPS15A	FANCI	AC012676.1
EIF3CL	WT1	KCNH6	INVS	C16orf3	ATP2B4	NUP210	CDKN1A	SMAD9	XYLT1	MAN2A2	UBN1
DCTN5	ELP4	CCDC47	BAAT	MC1R	CYB5R1	VHL	SRSF3	FAM48A	NOMO1	RP11-82I10.1	SEC14L5
CTD-3203P2.2	CSTF3	DCAF7	CORO2A	C16orf3	TMEM183A	AC034193.1	CPNE5	BRCA2	ABCC1	SLCO3A1	PMM2
SBK1	FANCF	RAD51C	GABBR2	SPIRE2	GOLT1A	SLC6A1	PI16	SERTM1	CTD-2349B8.1	FANCI	CARHSP1
ARHGAP17	EIF3M	RAD51C	NR4A3	FANCA	SYT2	BTD	KCTD20	CCNA1	PDXDC1	CRTC3	METTL22
SULT1A1	FANCF	MARCH10	GALNT12	CENPBD1	OPTC	VGLL4	RAB44	RGCC	ABCC1	SPATA8	TEKT5
PRKCB	SVIP	CTD-2510F5.6	CORO2A	AC133919.6	REN	SH3BP5	PNPLA1	NHLRC3	CTD-2349B8.1	KIF7	VASN
ATXN2L	BBOX1	PPM1D	NCBP1	FANCA	UBE2T	FBLN2	BTBD9	TRPC4	GPR139	ARRDC4	CARHSP1
AQP8	ELF5	CACNG4	XPA	CENPBD1	RABIF	NUP210	C6orf222	CCNA1	NPIP	GDPGP1	NAGPA
ATXN2L	KCNA4	AXIN2	NCBP1	PRDM7	FMOD	AC034193.1	CLPSL2	SPG20	ABCC6	FAM174B	SLX4
ATXN2L	METTL15	DHX40	HSD17B3	TCF25	CDK18	PPARG	DNAH8	NBEA	ERCC4	UNC45A	ALG1
DCTN5	CD59	DDX5	NANS	CENPBD1	GOLT1A	METTL6	ZFAND3	AKAP11	C16orf45	RP11-697E2.6	NLRC3
SNX29P2	CSTF3	LRRC37A3	ZNF510	CENPBD1	UBE2T	HACL1	GLO1	FOXO1	BFAR	FURIN	RBFOX1
LCMT1	RCN1	C17orf72	TEX10	FANCA	KISS1	NR2C2	FTSJD2	CCDC169-SOHLH2	C16orf62	FES	SEPT12
CHP2	C11orf91	CSH2	ALG2	TCF25	ZC3H11A	HDAC11	SRPK1	RFC3	COQ7	AC112693.2	TFAP4
AQP8	PRRG4	DCAF7	STX17	FANCA	LEMD1	CCDC174	DNAH8	CCDC169	GPR139	RP11-82I10.1	VASN
XPO6	LGR4	MRC2	TMEFF1	PRDM7	SYT2	TMEM43	PPARD	MAB21L1	CLEC19A	NGRN	CDIP1
NFATC2IP	EIF3M	CACNG1	AAED1	RP11-356C4.2	PPP1R15B	TATDN2	PPIL1	CCDC169	GDE1	FAM174B	USP7
PALB2	ARL14EP	CTD-2535L24.2	ALG2	CENPBD1	ATP2B4	SEC13	TMEM217	WBP4	CLEC19A	AC016251.1	EMP2
IL21R	CSTF3	APOH	ERP44	CENPBD1	AC119673.1	HDAC11	PNPLA1	SMAD9	CLEC19A	AC087477.1	TEKT5
NSMCE1	ANO3	CSHL1	TEX10	TCF25	RP11-480I12.4	SEC13	MDGA1	POSTN	ABCC1	SPATA8	ANKS3
KIAA0556	SLC17A6	RAD51C	HEMGN	CENPBD1	PPP1R12B	EAF1	DAAM2	FOXO1	ABCC6	RGMA	SRL
SLC5A11	BDNF	POLG2	TRIM14	C16orf3	LEMD1	WNT7A	DAAM2	TNFSF11	PARN	VPS33B	EMP2
SULT1A1	NAT10	PPM1D	FOXE1	SPIRE2	ADIPOR1	NUP210	FKBP5	DGKH	NPIPP1	ARRDC4	CREBBP
SBK1	KIF18A	BRIP1	ZNF782	MC1R	CYB5R1	FANCD2	RAB44	STOML3	RP11-719K4.2	FAM174B	CDIP1
SH2B1	CCDC34	LIMD2	TEX10	GAS8	KLHL12	ATP2B2	TULP1	N4BP2L2	GP2	ANPEP	TFAP4
SLC5A11	LUZP2	TBX2	C9orf174	CENPBD1	MDM4	CCDC174	TBC1D22B	MAB21L1	COQ7	RHCG	NUDT16L1
GTF3C1	LGR4	CACNG5	AAED1	SPIRE2	ETNK2	MRPS25	LHFPL5	DGKH	RP11-719K4.2	ARRDC4	CARHSP1
ZKSCAN2	AC103801.2	DCAF7	ANKS6	DBNDD1	SLC45A3	RPL32	COX6A1P2	SLC25A15	NPIP	GABARAPL3	PAM16
CD19	FANCF	C17orf72	KRT8P11	GAS8	KLHDC8A	HACL1	DAAM2	MTRF1	KIAA0430	SPATA8	UBN1
LAT	BDNF	SMURF2	MRPL50	C16orf3	DSTYK	VGLL4	C6orf89	RP11-298P3.4	RP11-719K4.1	ZNF774	C16orf89
ARHGAP17	EIF3M	TANC2	XPA	DEF8	TMCC2	IQSEC1	SAYSD1	SOHLH2	C16orf62	AC087477.1	UBN1
TNRC6A	AC132216.1	RP11-178C3.1	INVS	GAS8	NFASC	TAMM41	FTSJD2	CCNA1	RP11-1035H13.3	CHD2	SLX4
IL4R	C11orf91	CD79B	CTSL2	MC1R	RP11-480I12.4	ZFYVE20	C6orf89	COG6	ERCC4	CIB1	EMP2
BOLA2	DNAJC24	DHX40	FANCC	C16orf3	LGR6	SLC6A1	CLPS	ELF1	TMC5	MCTP2	FAM86A
PRKCB	ANO3	CTD-2535L24.2	NANS	DEF8	CHI3L1	FGD5	C6orf222	SERTM1	FOPNL	NR2F2	PPL
CCDC101	TCP11L1	VMP1	ERP44	CENPBD1	ADORA1	SEC13	GLP1R	LHFP	MYH11	C15orf38-AP3S2	C16orf71
PALB2	FSHB	SMARCD2	FANCC	C16orf3	ZBED6	BTD	CLPSL2	UFM1	AC092291.2	C15orf38	FAM86A
PRKCB	CAT	CCDC47	FAM22G	AC133919.6	PIK3C2B	HRH1	PPIL1	CCDC169-SOHLH2	SYT17	CHD2	C16orf71
NFATC2IP	BDNF	BRIP1	XPA	RP11-356C4.2	LGR6	C3orf20	C6orf222	KBTBD7	RP11-719K4.2	C15orf32	PAM16
ATP2A1	EHF	RNFT1	GABBR2	DBNDD1	KLHDC8A	MKRN2	ZFAND3	NHLRC3	NDE1	GDPGP1	ALG1
NFATC2IP	FSHB	RAD51C	ZNF782	SPIRE2	SNRPE	NUP210	CPNE5	FOXO1	PDILT	POLG	TMEM114
CACNG3	ANO5	CTD-2510F5.6	TEX10	FANCA	REN	BRK1	BTBD9	ELF1	PDXDC1	IDH2	NLRC3
SULT1A2	RP11-17A1.2	AXIN2	MURC	DBNDD1	ETNK2	FANCD2	DAAM2	TNFSF11	GP2	PLIN1	VASN
RBBP6	AC132216.1	ICAM2	TMOD1	CENPBD1	DSTYK	VGLL4	FANCE	FOXO1	PLA2G10	AC016251.1	VASN
ATP2A1	FANCF	CACNG5	HABP4	FANCA	CHIT1	FBLN2	BTBD9	DGKH	GDE1	MESP2	SLX4
XPO6	CCDC73	SMG8	ANP32B	DEF8	ZC3H11A	NUP210	CDKN1A	CCDC169-SOHLH2	SYT17	CIB1	C16orf96
NUPR1	AC103801.2	MED13	ZNF510	RP11-356C4.2	KDM5B	IRAK2	KIF6	PROSER1	ERCC4	CHD2	ABAT
LAT	LIN7C	YPEL2	MURC	FANCA	CDK18	COLQ	TEAD3	TNFSF11	RP11-719K4.1	UNC45A	VASN
XPO6	MUC15	TUBD1	KRT8P11	PRDM7	PPP1R15B	VGLL4	ARMC12	EXOSC8	CLEC19A	BLM	ROGDI
ERN2	ABTB2	MAP3K3	ANP32B	FANCA	BTG2	CCDC174	TMEM217	AL133318.1	CLEC19A	IDH2	CORO7-PAM16
EIF3C	PAX6	TBX4	ZNF782	RP11-356C4.2	LGR6	TIMP4	CLPSL2	AL133318.1	GPRC5B	NGRN	C16orf96
LAT	ARL14EP	RP11-51F16.8	C9orf174	AC133919.6	TMEM81	FANCD2OS	FTSJD2	VWA8	GP2	ARRDC4	EMP2
PALB2	LGR4	RP11-15E18.4	FOXE1	CENPBD1	SNRPE	MKRN2	COX6A1P2	VWA8	AC092291.2	RCCD1	USP7
LCMT1	BDNF	NACA2	BAAT	DBNDD1	RP11-480I12.4	TATDN2	GLO1	CSNK1A1L	GDE1	PLIN1	RP11-297M9.1
CD19	LUZP2	MAP3K3	AAED1	C16orf3	LRRN2	TSEN2	CLPSL1	SERTM1	IQCK	SEMA4B	GLYR1
APOBR	ABTB2	SMARCD2	ZNF782	DBNDD1	ETNK2	AC034193.1	TMEM217	FOXO1	NOMO2	SEMA4B	C16orf72
GTF3C1	RCN1	CSH1	TMEFF1	TCF25	TMCC2	VHL	C6orf89	RFC3	GPR139	MAN2A2	NLRC3
SULT1A2	EHF	ERN1	BAAT	MC1R	NFASC	SLC6A11	KCTD20	SOHLH2	RP11-719K4.1	NR2F2	CREBBP
CTB-134H23.2	CAPRIN1	APPBP2	NCBP1	C16orf3	FMOD	NR2C2	MDGA1	CCDC169-SOHLH2	UMOD	TICRR	VASN
GTF3C1	FSHB	TACO1	HEMGN	RP11-356C4.2	OPTC	PPARG	KCNK5	TRPC4	GDE1	MAN2A2	DNAJA3
APOBR	TCP11L1	CEP95	C9orf156	GAS8	PPP1R15B	NR2C2	CDKN1A	FOXO1	MKL2	ZNF710	CREBBP
DCTN5	FSHB	STRADA	HSD17B3	C16orf3	LAX1	SLC6A6	CLPSL1	CCDC169	NTAN1	WDR93	VASN
IL21R	HIPK3	PSMC5	TGFBR1	C16orf3	CNTN2	METTL6	TULP1	CSNK1A1L	PDXDC1	FAM174B	ABAT
CTD-3203P2.2	DCDC5	CACNG4	GABBR2	FANCA	NUAK2	MKRN2-AS1	CPNE5	WBP4	RP11-719K4.1	VPS33B	CREBBP
HS3ST4	MUC15	MRC2	BAAT	AC133919.6	GOLT1A	C3orf20	SRSF3	RGCC	NPIPP1	FANCI	NUDT16L1
SLC5A11	ANO5	SMG8	COL15A1	PRDM7	PRELP	BTD	COX6A1P2	KL	XYLT1	RGMA	TMEM186
NSMCE1	LGR4	RAD51C	MURC	GAS8	GOLT1A	ATG7	ZFAND3	CCDC169-SOHLH2	UMOD	NR2F2	ROGDI
NFATC2IP	LUZP2	RNFT1	AAED1	FANCA	CNTN2	ATP2B2	TEAD3	RGCC	NOMO1	FANCI	RP11-297M9.1
ZKSCAN2	C11orf91	DCAF7	DKFZP434H0512	GAS8	UBE2T	FGD5	CCDC167	STOML3	RPS15A	MAN2A2	USP7
GSG1L	FSHB	CEP95	KRT8P11	GAS8	ZC3H11A	VHL	SRSF3	MRPS31	ABCC6	FURIN	VASN
BOLA2	FANCF	CACNG4	FANCC	CENPBD1	ADORA1	FGD5	PI16	NAA16	C16orf88	RP11-82I10.1	NAGPA
CACNG3	AC132216.1	C17orf64	KRT8P11	TCF25	SNRPE	VGLL4	RNF8	SMAD9	RPS15A	UNC45A	NMRAL1
KDM8	SLC5A12	SMURF2	COL15A1	C16orf3	SNRPE	TMEM43	MAPK14	DGKH	RP11-719K4.1	C15orf32	PPL
SNX29P2	CAPRIN1	USP32	ZNF510	FANCA	REN	IRAK2	MAPK14	LHFP	ARL6IP1	GDPGP1	HMOX2
ERN2	METTL15	RP11-51F16.8	AAED1	SPIRE2	CYB5R1	HRH1	KCNK16	MAB21L1	TMC5	PEX11A	DNASE1
NUPR1	LMO2	LRRC37A3	DKFZP434H0512	RP11-356C4.2	BTG2	FANCD2	RPL10A	KL	PDILT	ARRDC4	CDIP1
AQP8	C11orf91	RNFT1	AAED1	AC133919.6	TMEM183A	ATP2B2	ARMC12	FAM216B	COQ7	SLCO3A1	FAM86A
LAT	HIPK3	MARCH10	XPA	PRDM7	FMOD	BTD	CLPSL1	ALG5	ERCC4	FAM174B	GLIS2
ZKSCAN2	QSER1	SMG8	C9orf156	C16orf3	CYB5R1	TATDN2	FTSJD2	STARD13	NOMO1	MESP2	EMP2
GSG1L	LMO2	ERN1	C9orf156	RP11-356C4.2	NFASC	BRK1	SRPK1	PDS5B	NPIP	MESP1	TMEM114
KIAA0556	EIF3M	TUBD1	NR4A3	CENPBD1	KISS1	NUP210	MDGA1	VWA8	C16orf62	WDR93	HMOX2
DCTN5	SLC17A6	TLK2	ERP44	TCF25	CNTN2	PPARG	KIF6	RFC3	ERCC4	TICRR	VASN
ATXN2L	FSHB	CEP112	HIATL2	CENPBD1	DSTYK	FBLN2	MAPK14	KBTBD7	ITPRIPL2	ZNF710	AC012676.1
ZKSCAN2	GAS2	MAP3K3	C9orf174	PRDM7	TMEM81	WNT7A	C6orf89	NBEA	C16orf62	GABARAPL3	DNAJA3
RABEP2	BDNF	KCNH6	MSANTD3-TMEFF1	C16orf3	PLEKHA6	FBLN2	SAYSD1	NAA16	RP11-1035H13.3	PRC1	NAGPA
CACNG3	ARL14EP	C17orf64	NR4A3	AC133919.6	ADIPOR1	EAF1	CCDC167	FAM48A	ERCC4	RP11-82I10.1	METTL22
IL27	FSHB	PRKCA	SEC61B	DBNDD1	CHIT1	NUP210	TEAD3	BRCA2	RP11-719K4.1	RP11-697E2.6	C16orf96
CCDC101	CAPRIN1	C17orf64	XPA	MC1R	KLHL12	BRK1	LHFPL5	MTRF1	RPS15A	ZNF774	NLRC3
PRKCB	RP11-17A1.2	CLTC	INVS	PRDM7	TMCC2	AC034193.1	PPARD	DCLK1	NDE1	TTLL13	CORO7-PAM16
HS3ST4	DEPDC7	USP32	KRT8P11	DEF8	ADIPOR1	SLC6A6	CLPSL1	CCNA1	SMG1	FES	METTL22
RBBP6	CCDC73	PSMC5	TMEFF1	TCF25	ADORA1	MRPS25	SRSF3	STARD13	NOMO3	CIB1	AC012676.1
CD19	FSHB	CA4	ERP44	PRDM7	MYOG	MKRN2	CLPS	FOXO1	ARL6IP1	SPATA8	NUDT16L1
ARHGAP17	FBXO3	CEP95	FAM22G	SPIRE2	PIK3C2B	TAMM41	CDKN1A	VWA8	NPIPP1	RP11-697E2.6	CDIP1
XPO6	EHF	INTS2	NCBP1	PRDM7	TMCC2	NUP210	MAPK13	CCNA1	TMC7	AC087477.1	ANKS3
NFATC2IP	CAPRIN1	C17orf72	TRIM14	AC133919.6	TMCC2	TMEM43	COX6A1P2	NHLRC3	GPRC5B	AC087477.1	TRAP1
SULT1A1	SLC5A12	CACNG5	SEC61B	AC133919.6	RP11-480I12.4	LSM3	KIF6	KL	NOMO2	PRC1	CARHSP1
SLC5A11	SLC5A12	SCN4A	TGFBR1	AC133919.6	SNRPE	HRH1	DNAH8	STOML3	NTAN1	FAM174B	GLYR1
IL21R	LGR4	CLTC	TBC1D2	FANCA	CDK18	TMEM40	GLO1	SPG20OS	SHISA9	IDH2	PPL
ARHGAP17	MPPED2	APOH	ZNF189	CENPBD1	ADIPOR1	IQSEC1	RNF8	AL133318.1	IQCK	RCCD1	CDIP1
NFATC2IP	IMMP1L	RAD51C	FANCC	C16orf3	TMEM183A	AC034193.1	CDKN1A	TNFSF11	NDE1	SV2B	VASN
TUFM	FIBIN	CSH1	TEX10	DEF8	LGR6	WNT7A	RAB44	DCLK1	ERCC4	RP11-697E2.6	GLYR1
TNRC6A	METTL15	CYB561	TSTD2	PRDM7	LRRN2	SEC13	FKBP5	ELF1	ARL6IP1	NGRN	SRL
LCMT1	AC132216.1	ERN1	CORO2A	PRDM7	NUAK2	AC034193.1	SAYSD1	RP11-298P3.4	NTAN1	IDH2	FAM100A
ARHGAP17	KCNA4	GH2	ZNF510	PRDM7	UBE2T	TATDN2	FANCE	DGKH	ARL6IP1	CIB1	SEPT12
ZKSCAN2	SVIP	INTS2	BAAT	CENPBD1	PRELP	TPRXL	FGD2	TRPC4	COQ7	VPS33B	CREBBP
KDM8	CCDC34	NACA2	MSANTD3-TMEFF1	DBNDD1	KLHL12	TATDN2	SAYSD1	AL133318.1	RPS15A	TICRR	ANKS3
TNRC6A	CD59	RNFT1	MSANTD3-TMEFF1	CENPBD1	CHI3L1	TIMP4	CDKN1A	FAM48A	PARN	IQGAP1	SRL
HS3ST4	AC103801.2	CACNG4	FOXE1	AC133919.6	GOLT1A	METTL6	FANCE	COG6	GPR139	WDR93	C16orf71
NSMCE1	KIAA1549L	BCAS3	MURC	DEF8	LGR6	FBLN2	TMEM217	LHFP	GPRC5B	ARRDC4	ABAT
CTB-134H23.2	MUC15	CACNG4	ERCC6L2	DBNDD1	CHIT1	BTD	TBC1D22B	RFC3	AC092291.2	MESP2	PMM2
IL4R	RCN1	MARCH10	TDRD7	MC1R	PRELP	WNT7A	SRSF3	TNFSF11	NOMO1	FANCI	CDIP1
IL27	LIN7C	YPEL2	XPA	DEF8	LGR6	WNT7A	CLPS	WBP4	SHISA9	RHCG	ANKS3
ATP2A1	FANCF	RP11-178C3.1	KRT8P11	AC133919.6	ELK4	HRH1	CLPS	SOHLH2	RP11-467M13.1	SLCO3A1	METTL22
EIF3CL	PRRG4	CD79B	CDC14B	FANCA	BTG2	FANCD2	COX6A1P2	NHLRC3	CLEC19A	MESP2	NMRAL1
ATXN2L	LUZP2	METTL2A	FAM22G	FANCA	PLEKHA6	CHCHD4	RPL10A	PDS5B	CLEC19A	RGMA	MGRN1
PLK1	EHF	LRRC37A3	C9orf174	DEF8	SLC45A3	IQSEC1	FKBP5	NHLRC3	C16orf62	MESP2	ZNF500
ZKSCAN2	LMO2	PPM1E	TBC1D2	DBNDD1	PPP1R15B	LSM3	TULP1	TNFSF11	ABCC1	FANCI	NAGPA
NSMCE1	ARL14EP	YPEL2	CDC14B	C16orf3	FMOD	SEC13	TBC1D22B	UFM1	NOMO2	MESP1	TFAP4
TUFM	TCP11L1	CLTC	CDC14B	SPIRE2	BTG2	WNT7A	PPIL1	RP11-298P3.4	C16orf88	MCTP2	TFAP4
IL4R	ARL14EP	MAP3K3	ALG2	FANCA	DSTYK	CCDC174	ETV7	SPG20	ARL6IP1	IQGAP1	C16orf71
ERN2	DCDC5	C17orf72	ZNF510	FANCA	KLHDC8A	TAMM41	STK38	SMAD9	XYLT1	RHCG	MGRN1
AQP8	NAT10	RP11-15E18.4	TMOD1	C16orf3	CNTN2	RPL32	C6orf222	RFXAP	RP11-1035H13.3	SEMA4B	FAM100A
KIAA0556	SLC17A6	SMURF2	HABP4	MC1R	PRELP	SLC6A1	KCTD20	EXOSC8	GPR139	NR2F2	TEKT5
SBK1	FANCF	KCNH6	MURC	DEF8	MFSD4	VGLL4	KCTD20	COG6	C16orf88	HDDC3	TMEM114
CHP2	QSER1	GH2	HSD17B3	AC133919.6	ADORA1	SLC6A1	STK38	EXOSC8	ABCC1	FES	C16orf72
NPIPL1	CAPRIN1	PRR11	SEC61B	CENPBD1	UBE2T	FGD5	KCNK17	RFXAP	NOMO3	UNC45A	ANKS3
PALB2	TCP11L1	LRRC37A3	TSTD2	FANCA	SLC45A3	CAPN7	ETV7	NAA16	MYH11	PLIN1	SRL
SBK1	MUC15	CCDC47	KRT8P11	MC1R	PPFIA4	SEC13	BRPF3	STOML3	RP11-1212A22.2	HDDC3	VASN
LCMT1	ANO3	DHX40	NANS	SPIRE2	LEMD1	HRH1	COX6A1P2	COG6	NOMO3	SPATA8	ALG1
AQP8	TCP11L1	TLK2	HABP4	RP11-356C4.2	CHI3L1	GHRL	PI16	TNFSF11	UMOD	VPS33B	HMOX2
NFATC2IP	ARL14EP	EFCAB3	TSTD2	DEF8	CYB5R1	XPC	PNPLA1	CCNA1	TMC5	CHD2	DNAJA3
PALB2	ABTB2	MARCH10	HEMGN	CENPBD1	LRRN2	NUP210	MTCH1	BRCA2	ARL6IP1	PRC1	PMM2
ATXN2L	RCN1	PPM1E	BAAT	TCF25	SNRPE	EAF1	CPNE5	SMAD9	RP11-1212A22.2	RP11-697E2.6	CORO7-PAM16
KDM8	TCP11L1	ICAM2	MSANTD3-TMEFF1	FANCA	ELK4	IQSEC1	PIM1	AL133318.1	PDXDC1	UNC45A	FAM100A
KDM8	HIPK3	FTSJ3	ANP32B	FANCA	FMOD	TMEM40	FANCE	SPG20	PDILT	RHCG	CARHSP1
APOBR	DCDC5	MRC2	ALG2	CENPBD1	PPP1R12B	RAF1	ZFAND3	NBEA	RRN3	SEMA4B	NMRAL1
SLC5A11	HIPK3	ERN1	MRPL50	GAS8	GOLT1A	NR2C2	CLPSL1	STARD13	UMOD	FAM174B	C16orf72
GSG1L	CAT	DCAF7	FANCC	CENPBD1	ELK4	TSEN2	TBC1D22B	BRCA2	ERCC4	NR2F2	RP11-297M9.1
GSG1L	CAPRIN1	PSMC5	NR4A3	PRDM7	PLEKHA6	FGD5	CDKN1A	CSNK1A1L	PLA2G10	CHD2	USP7
PALB2	DCDC5	PRKCA	NR4A3	MC1R	PRELP	COLQ	RPL10A	NAA16	RP11-719K4.1	MCTP2	NAGPA
RBBP6	FBXO3	DDX42	SLC35D2	CENPBD1	NUAK2	TIMP4	KCNK16	DGKH	ERCC4	SEMA4B	CORO7
RBBP6	METTL15	PSMC5	MURC	CENPBD1	SYT2	CAND2	ETV7	SPG20OS	SYT17	ST8SIA2	SRL
CTB-134H23.2	EIF3M	C17orf64	MSANTD3	AC133919.6	CDK18	SH3BP5	PPARD	UFM1	XYLT1	CRTC3	CREBBP
SH2B1	SVIP	C17orf64	TMEFF1	C16orf3	MYOG	COLQ	KCNK16	FAM216B	GDE1	C15orf38	PMM2
PLK1	METTL15	ICAM2	FANCC	SPIRE2	KDM5B	FBLN2	RNF8	AL133318.1	RP11-1035H13.3	CIB1	GLIS2
DCTN5	ANO5	ICAM2	COL15A1	PRDM7	ELK4	NUP210	C6orf222	CSNK1A1L	ARL6IP1	MCTP2	GRIN2A
