0 1 2 3 4 5 6 7 8 9 10 11
SULT1A2 FBXO3 PRKCA C9orf174 RP11-356C4.2 RP11-480I12.4 SEC13 STK38 RP11-298P3.4 CLEC19A FURIN NUDT16L1
ARHGAP17 FBXO3 TRIM37 MSANTD3 FANCA DSTYK EAF1 SLC26A8 DGKH GPR139 RGMA ALG1
GSG1L C11orf91 RP11-51F16.8 LPPR1 PRDM7 ADIPOR1 XPC FANCE BRCA2 ABCC6 PRC1 NUDT16L1
NFATC2IP TCP11L1 CACNG5 MRPL50 CENPBD1 ZBED6 FBLN2 TMEM217 WBP4 SMG1 IQGAP1 ADCY9
ATP2A1 ARL14EP ERN1 FAM22G MC1R PPFIA4 FANCD2OS CLPSL2 SMAD9 ABCC6 PRC1 CORO7
CTD-3203P2.2 ELP4 YPEL2 TRIM14 MC1R ADIPOR1 MKRN2-AS1 KCNK17 KBTBD6 IQCK AC112693.2 SEC14L5
LAT CD59 TLK2 INVS FANCA FMOD RPL32 PXT1 CCDC169-SOHLH2 RP11-719K4.1 CRTC3 ZNF500
XPO6 AC103801.2 MED13 ZNF782 TCF25 TMCC2 CHCHD4 DNAH8 CCNA1 COQ7 TICRR CREBBP
NSMCE1 SLC5A12 RP11-51F16.8 MSANTD3 DEF8 MDM4 PPARG GLO1 STOML3 KIAA0430 NGRN FAM86A
RABEP2 KIF18A RP11-178C3.1 LPPR1 DBNDD1 REN ATG7 PIM1 SERTM1 GDE1 PRC1 TMEM186
ARHGAP17 FBXO3 CACNG4 ZNF367 FANCA BTG2 COLQ BRPF3 RFC3 FOPNL FANCI METTL22
SH2B1 LIN7C SKA2 TEX10 RP11-356C4.2 KLHDC8A SEC13 KCTD20 SMAD9 PLA2G10 BLM CREBBP
NSMCE1 FANCF PRKCA TSTD2 TCF25 TMCC2 FANCD2 SRPK1 DCLK1 SHISA9 RP11-697E2.6 ALG1
EIF3CL DCDC5 CACNG1 BAAT DBNDD1 RABIF C3orf20 MAPK13 NBEA TMC7 AC087477.1 MGRN1
NFATC2IP LMO2 PTRH2 FOXE1 FANCA PIK3C2B SH3BP5 DAAM2 EXOSC8 NDE1 ANPEP NMRAL1
IL27 QSER1 TUBD1 DKFZP434H0512 TCF25 LAX1 IRAK2 KCTD20 SUGT1P3 MKL2 HDDC3 PAM16
SBK1 ELP4 AXIN2 PTCH1 SPIRE2 ZC3H11A BRK1 TULP1 RFXAP PLA2G10 PLIN1 FAM86A
EIF3C BDNF DHX40 MSANTD3 FANCA ELK4 SYN2 KCTD20 RFXAP COQ7 FURIN NUDT16L1
GSG1L DEPDC7 METTL2A MURC DBNDD1 GOLT1A PPARG KCNK16 AL133318.1 IQCK VPS33B ROGDI
TUFM SLC5A12 DHX40 HSD17B3 CENPBD1 ZC3H11A CCDC174 DAAM2 RP11-298P3.4 RP11-1212A22.2 ZNF710 TMEM186
ATXN2L CAT EFCAB3 ERCC6L2 DBNDD1 MFSD4 HDAC11 LHFPL5 RFXAP NDE1 GDPGP1 SLX4
CD19 SLC5A12 PPM1E NANS CENPBD1 KLHL12 RAF1 CLPSL1 FAM216B C16orf45 FANCI SLX4
CHP2 DNAJC24 CD79B TGFBR1 CENPBD1 DSTYK ZFYVE20 CCDC167 N4BP2L2 RP11-719K4.2 IQGAP1 ALG1
CD19 ARL14EP CLTC PTCH1 CENPBD1 SNRPE RAF1 MAPK13 PDS5B SYT17 KIF7 TRAP1
NSMCE1 FANCF SMG8 COL15A1 PRDM7 PLEKHA6 TIMP4 PXT1 ALG5 GPRC5B ZNF774 GLYR1
RABEP2 WT1 CSHL1 FOXE1 RP11-356C4.2 PLEKHA6 ZFYVE20 FANCE SPG20OS ABCC6 SV2B RP11-297M9.1
DCTN5 FSHB LIMD2 TRIM14 MC1R ETNK2 COLQ RAB44 RFC3 C16orf62 TTLL13 ABAT
ERN2 GAS2 DDX5 ANKS6 SPIRE2 CHI3L1 FANCD2OS RNF8 NAA16 NDE1 SPATA8 METTL22
NSMCE1 ELF5 CEP95 ZNF189 AC133919.6 DSTYK HDAC11 KCNK5 SOHLH2 TMC7 WDR93 HMOX2
CACNG3 CCDC34 KCNH6 ZNF782 FANCA ATP2B4 SEC13 CDKN1A COG6 ABCC6 WDR93 MGRN1
ATP2A1 SLC17A6 YPEL2 MURC MC1R BTG2 C3orf20 ARMC12 RP11-298P3.4 GDE1 ZNF710 ANKS3
ERN2 CCDC34 CACNG1 TSTD2 FANCA UBE2T CAND2 PI16 PROSER1 CTD-2349B8.1 FANCI GLYR1
AQP8 RCN1 LIMD2 MURC RP11-356C4.2 PPFIA4 FANCD2 TMEM217 BRCA2 RRN3 NGRN ABAT
ATP2A1 SVIP C17orf72 TSTD2 FANCA MYOG SEC13 SAYSD1 CCNA1 ERCC4 RP11-697E2.6 C16orf89
BOLA2 QSER1 RPS6KB1 HIATL2 C16orf3 MDM4 CAND2 KCNK17 ELF1 SHISA9 WDR93 RP11-297M9.1
GTF3C1 CSTF3 MAP3K3 ANP32B CENPBD1 ETNK2 XPC LHFPL5 COG6 PDXDC1 PEX11A ADCY9
CCDC101 IMMP1L RP11-178C3.1 ZNF189 MC1R MYOG CHCHD4 CCDC167 DGKH RP11-1035H13.3 C15orf38 CORO7-PAM16
RABEP2 CCDC73 CYB561 MSANTD3 FANCA CHI3L1 C3orf20 KIF6 NBEA GDE1 PRC1 GLIS2
XPO6 IMMP1L EFCAB3 ALG2 CENPBD1 CDK18 SEC13 MAPK14 CCDC169-SOHLH2 XYLT1 C15orf32 ABAT
PALB2 FSHB ICAM2 ERP44 FANCA PPP1R15B FGD5 KCNK5 NHLRC3 RP11-1212A22.2 AP3S2 TFAP4
EIF3CL SLC17A6 CACNG1 PTCH1 CENPBD1 PPP1R12B HRH1 KCNK5 WBP4 C16orf62 POLG TMEM186
GTF3C1 CCDC34 PSMC5 SEC61B CENPBD1 TMEM183A FANCD2 MTCH1 RFC3 KIAA0430 VPS33B NLRC3
NUPR1 FIBIN STRADA NCBP1 CENPBD1 MYBPH HDAC11 SRPK1 RFXAP GDE1 TICRR UBN1
IL27 DNAJC24 MARCH10 HIATL2 TCF25 PRELP AC034193.1 FKBP5 MAB21L1 NPIPP1 ARRDC4 ALG1
SBK1 CCDC73 RP11-178C3.1 NCBP1 TCF25 ZBED6 GHRL PIM1 MTRF1 XYLT1 FURIN NMRAL1
CCDC101 SLC5A12 DCAF7 TSTD2 DBNDD1 PPP1R12B MKRN2 DAAM2 N4BP2L2 KIAA0430 ZNF774 CORO7-PAM16
APOBR ANO3 RP11-15E18.4 NR4A3 DEF8 UBE2T GHRL DAAM2 SOHLH2 NPIPP1 SV2B CORO7-PAM16
CACNG3 PRRG4 CEP112 FOXE1 CENPBD1 LAX1 VGLL4 PIM1 TRPC4 SMG1 AC087477.1 SEPT12
APOBR CAT USP32 SLC35D2 CENPBD1 AC119673.1 NUP210 LHFPL5 POSTN CLEC19A ZNF774 PPL
SULT1A2 CCDC34 C17orf82 SLC35D2 PRDM7 PIK3C2B ATG7 FTSJD2 NAA16 C16orf88 SLCO3A1 UBN1
EIF3C LGR4 RAD51C MSANTD3 TCF25 DSTYK MKRN2 C6orf89 CCDC169 ITPRIPL2 RP11-697E2.6 VASN
CHP2 C11orf91 RP11-15E18.4 GALNT12 RP11-356C4.2 ZC3H11A TSEN2 PXT1 VWA8 NOMO3 UNC45A C16orf71
CTD-3203P2.2 AC103801.2 CTD-2510F5.6 DKFZP434H0512 FANCA GOLT1A NUP210 GLO1 RP11-298P3.4 TMC5 FANCI C16orf89
KIAA0556 LMO2 POLG2 GALNT12 FANCA RP11-480I12.4 VHL STK38 NAA16 PDILT SEMA4B CDIP1
TNRC6A IMMP1L C17orf72 NR4A3 CENPBD1 ADORA1 NR2C2 KCNK17 CCNA1 C16orf62 ARRDC4 NLRC3
GTF3C1 SVIP TLK2 MURC DEF8 KLHDC8A BTD KIF6 FAM216B MKL2 ZNF774 GLYR1
AQP8 FBXO3 TRIM37 NANS C16orf3 CHIT1 HRH1 FANCE WBP4 CCP110 ST8SIA2 ALG1
CTB-134H23.2 HIPK3 TBX2 FANCC DBNDD1 NFASC VGLL4 MAPK13 SPG20 NOMO1 RP11-697E2.6 TMEM114
SBK1 RCN1 APOH MSANTD3 GAS8 NUAK2 MKRN2-AS1 MTCH1 SLC25A15 NPIP FAM174B NMRAL1
BOLA2 LIN7C AXIN2 SEC61B TCF25 TMEM81 C3orf20 FKBP5 SMAD9 SHISA9 KIF7 SRL
CACNG3 NAT10 DHX40 HIATL2 AC133919.6 ADORA1 NUP210 KIF6 RGCC C16orf88 PRC1 ATF7IP2
NFATC2IP EIF3M CEP112 ALG2 GAS8 LRRN2 GHRL BTBD9 LHFP MKL2 NR2F2 UBN1
TNRC6A FSHB C17orf72 C9orf156 DEF8 LRRN2 AC034193.1 CLPS FAM48A RP11-1035H13.3 PRC1 ADCY9
GSG1L ELF5 TRIM37 C9orf174 RP11-356C4.2 CHI3L1 C3orf20 STK38 KBTBD6 MKL2 RP11-82I10.1 ADCY9
SBK1 CAT MED13 TBC1D2 GAS8 MYOG BRK1 RNF8 SPG20OS RP11-467M13.1 UNC45A SLX4
CTD-3203P2.2 LUZP2 CSH1 CTSL2 AC133919.6 SOX13 RPL32 MTCH1 VWA8 RPS15A ST8SIA2 FAM100A
NSMCE1 DCDC5 CYB561 SLC35D2 RP11-356C4.2 SYT2 CHCHD4 MDGA1 CCNA1 RPS15A WDR93 SEC14L5
CTB-134H23.2 SVIP CCDC47 BAAT AC133919.6 SYT2 FBLN2 GLO1 NHLRC3 NOMO2 PRC1 MGRN1
PRKCB HIPK3 METTL2A TMOD1 DEF8 SNRPE TSEN2 PNPLA1 UFM1 AC092291.2 PLIN1 UBN1
IL21R ELP4 KCNH6 FOXE1 DBNDD1 RABIF TATDN2 DNAH8 SERTM1 KIAA0430 TTLL13 SLX4
TNRC6A IMMP1L CSHL1 ZNF367 PRDM7 UBE2T TAMM41 PPIL1 KBTBD7 XYLT1 NR2F2 DNASE1
SULT1A1 DNAJC24 CACNG1 MRPL50 MC1R TMCC2 XPC FTSJD2 FOXO1 NOMO1 TICRR RP11-127I20.4
EIF3CL CAT RP11-51F16.8 FAM22G DBNDD1 MYOG TPRXL KCNK17 RFC3 UMOD C15orf38 CREBBP
IL4R CD59 GDPD1 COL15A1 CENPBD1 CHI3L1 FANCD2OS KCNK17 WBP4 ARL6IP1 AC087477.1 ROGDI
BOLA2 RCN1 TBX2 TSTD2 AC133919.6 NUAK2 NR2C2 KCNK16 CCNA1 GPRC5B PLIN1 DNASE1
PLK1 PRRG4 TLK2 PTCH1 SPIRE2 KLHL12 TMEM40 PNPLA1 NHLRC3 PDXDC1 CRTC3 ZNF500
IL21R CCDC73 APPBP2 HABP4 CENPBD1 PPP1R15B NR2C2 DAAM2 KBTBD6 RPS15A RP11-82I10.1 USP7
APOBR HIPK3 NACA2 SEC61B FANCA MYOG TAMM41 PIM1 N4BP2L2 BFAR MESP1 AC012676.1
PRKCB CCDC73 RPS6KB1 ERP44 FANCA NUAK2 SLC6A6 ZFAND3 UFM1 RP11-1035H13.3 NR2F2 GLYR1
APOBR CAT RP11-178C3.1 HIATL2 MC1R UBE2T NUP210 SRPK1 CCNA1 C16orf62 PRC1 VASN
NUPR1 MPPED2 STRADA TMOD1 AC133919.6 CNTN2 MRPS25 SAYSD1 PDS5B RP11-1212A22.2 MESP2 NAGPA
TUFM ANO3 RNFT1 HSD17B3 DBNDD1 ZBED6 TSEN2 TULP1 EXOSC8 PDXDC1 C15orf38 ALG1
SULT1A2 PRRG4 KCNH6 TSTD2 FANCA NUAK2 VHL C6orf222 NBEA ITPRIPL2 ARRDC4 GLYR1
TUFM ELF5 USP32 GABBR2 GAS8 TMEM183A SH3BP5 CDKN1A POSTN SMG1 ZNF774 RBFOX1
SNX29P2 CSTF3 CSH1 BAAT FANCA ADORA1 TMEM43 ZFAND3 POSTN RP11-1212A22.2 RP11-697E2.6 TFAP4
ATXN2L LGR4 TLK2 FANCC CENPBD1 FMOD IRAK2 CPNE5 LHFP PLA2G10 MCTP2 CREBBP
NPIPL1 BDNF EFCAB3 HIATL2 SPIRE2 GOLT1A FANCD2 FTSJD2 FREM2 ARL6IP1 KIF7 USP7
SH2B1 CSTF3 FTSJ3 MSANTD3 DBNDD1 PPP1R15B SLC6A11 FANCE SUGT1P3 CCP110 RGMA GLYR1
KDM8 NAT10 MARCH10 GABBR2 MC1R KISS1 VHL FANCE SOHLH2 NDE1 MESP2 SLX4
ERN2 LUZP2 CLTC XPA TCF25 RABIF XPC LHFPL5 EXOSC8 NPIP PEX11A CDIP1
IL4R FSHB DDX42 ZNF782 RP11-356C4.2 OPTC RAF1 SAYSD1 STOML3 SMG1 FES NMRAL1
PRKCB ARL14EP RAD51C INVS C16orf3 RABIF FANCD2OS COX6A1P2 RP11-298P3.4 NOMO1 WDR93 SRL
CTB-134H23.2 SVIP CSH1 ZNF782 CENPBD1 TMCC2 TAMM41 GLO1 LHFP MYH11 KIF7 AC012676.1
DCTN5 LMO2 TBX2 TMOD1 AC133919.6 KLHL12 CHCHD4 GLP1R CCDC169 ERCC4 PEX11A TFAP4
BOLA2 AC132216.1 RNFT1 BAAT PRDM7 OPTC CAPN7 GLO1 AKAP11 NOMO3 RCCD1 SEC14L5
CD19 KIF18A METTL2A KRT8P11 FANCA KISS1 RAF1 FKBP5 BRCA2 TMC5 AC112693.2 METTL22
TUFM GAS2 AXIN2 FANCC DEF8 KLHDC8A AC034193.1 RPL10A NBEA SMG1 FAM174B ZNF500
NPIPL1 ELF5 PPM1D KRT8P11 FANCA ADORA1 BRK1 RPL10A SUGT1P3 GDE1 MESP2 UBN1
PALB2 CSTF3 CTD-2535L24.2 ERCC6L2 DEF8 ADORA1 FANCD2 MDGA1 ELF1 RP11-1212A22.2 BLM SRL
PLK1 KIF18A TLK2 CTSL2 FANCA SOX13 GHRL C6orf89 SERTM1 GPR139 ST8SIA2 C16orf72
CCDC101 RP11-17A1.2 CSH2 MURC FANCA DSTYK HRH1 CDKN1A BRCA2 NOMO1 ARRDC4 C16orf89
CHP2 ANO5 CTD-2510F5.6 GABBR2 RP11-356C4.2 SOX13 MKRN2 PNPLA1 CSNK1A1L RP11-719K4.2 WDR93 SLX4
ERN2 MPPED2 CCDC47 CORO2A FANCA TMEM81 ATP2B2 FANCE N4BP2L1 ARL6IP1 AC112693.2 GLIS2
NUPR1 ELF5 SMARCD2 NCBP1 DEF8 DSTYK MKRN2-AS1 MAPK14 PDS5B AC092291.2 GABARAPL3 SEPT12
CHP2 AC132216.1 CSH1 GABBR2 FANCA PLEKHA6 AC034193.1 GLP1R SOHLH2 C16orf62 SPATA8 FAM100A
TUFM PAX6 CYB561 HABP4 MC1R ADORA1 TMEM43 KIF6 TRPC4 NPIP FANCI SEPT12
NFATC2IP ARL14EP GH1 TMEFF1 MC1R OPTC WNT7A CPNE5 LHFP SMG1 GABARAPL3 USP7
PRKCB WT1 CYB561 ZNF782 MC1R SYT2 SLC6A6 LHFPL5 SOHLH2 NPIP IQGAP1 ATF7IP2
APOBR C11orf91 TUBD1 C9orf174 MC1R TMCC2 NR2C2 TBC1D22B NBEA ABCC6 C15orf38-AP3S2 ATF7IP2
PALB2 TCP11L1 AXIN2 TSTD2 GAS8 TMEM183A EAF1 RPL10A UFM1 RP11-1212A22.2 IQGAP1 RP11-127I20.4
IL21R WT1 APOH GABBR2 PRDM7 NFASC HRH1 FANCE SUGT1P3 CCP110 MESP1 GRIN2A
PLK1 ABTB2 PRKCA ZNF367 FANCA SOX13 VHL TBC1D22B CCDC169 ERCC4 CHD2 RP11-127I20.4
RBBP6 NAT10 CSH1 LPPR1 DBNDD1 RBBP5 CAND2 KCNK5 AL133318.1 MKL2 SPATA8 TEKT5
EIF3C GAS2 MRC2 ALG2 AC133919.6 PRELP SLC6A6 LHFPL5 ELF1 XYLT1 WDR93 ROGDI
PRKCB IMMP1L TUBD1 TRIM14 FANCA CDK18 ZFYVE20 SRPK1 RFC3 C16orf88 VPS33B SLX4
RABEP2 FANCF SKA2 DKFZP434H0512 DEF8 TMCC2 TIMP4 PXT1 UFM1 PLA2G10 FANCI PMM2
ARHGAP17 FSHB CTD-2535L24.2 STX17 CENPBD1 ADIPOR1 HRH1 FKBP5 SPG20 MYH11 ST8SIA2 TFAP4
CD19 PRRG4 CACNG1 ZNF189 DBNDD1 TMEM81 HDAC11 PPARD SLC25A15 NOMO3 SPATA8 CDIP1
EIF3C METTL15 YPEL2 C9orf174 CENPBD1 GOLT1A PPARG FKBP5 FAM48A RP11-1212A22.2 FANCI AC012676.1
LCMT1 CAPRIN1 PPM1D ZNF189 DEF8 PLEKHA6 AC034193.1 MAPK13 FAM216B FOPNL SV2B NLRC3
RBBP6 DCDC5 SMARCD2 INVS SPIRE2 BTG2 AC034193.1 MAPK14 PDS5B SMG1 AC087477.1 VASN
TNRC6A ELP4 GDPD1 ANKS6 RP11-356C4.2 CYB5R1 NUP210 CLPSL1 NBEA FOPNL FAM174B ATF7IP2
ARHGAP17 IMMP1L TBX4 GABBR2 RP11-356C4.2 BTG2 LSM3 MAPK14 DCLK1 NPIP PEX11A NMRAL1
XPO6 CAT MAP3K3 INVS FANCA PRELP FANCD2 DAAM2 NHLRC3 C16orf45 C15orf38-AP3S2 GRIN2A
KIAA0556 IMMP1L RAD51C ANKS6 GAS8 PPP1R12B MRPS25 DAAM2 DGKH MKL2 RGMA SLX4
CHP2 ABTB2 FTSJ3 TMEFF1 FANCA ADIPOR1 TIMP4 KCNK5 RFXAP C16orf62 AC087477.1 CREBBP
ARHGAP17 BBOX1 TBX2 ZNF189 C16orf3 CYB5R1 ATP2B2 SAYSD1 RP11-298P3.4 C16orf45 HDDC3 NMRAL1
SULT1A1 DNAJC24 TANC2 STX17 TCF25 UBE2T PPARG BTBD9 N4BP2L1 GPRC5B FAM174B ANKS3
IL27 EHF GH1 ANP32B MC1R GOLT1A FBLN2 FANCE SOHLH2 C16orf88 IDH2 CORO7
NUPR1 FANCF CACNG5 LPPR1 TCF25 BTG2 BRK1 COX6A1P2 TRPC4 AC092291.2 AP3S2 GRIN2A
GTF3C1 PAX6 DDX42 STX17 DBNDD1 PIK3C2B XPC TBC1D22B KBTBD6 RP11-467M13.1 AC016251.1 EMP2
XPO6 PRRG4 RPS6KB1 ZNF367 FANCA NUAK2 CHCHD4 CLPSL2 UFM1 ABCC1 IQGAP1 TMEM186
KIAA0556 KCNA4 ERN1 TMEFF1 TCF25 OPTC FANCD2 STK38 COG6 ERCC4 ST8SIA2 VASN
NFATC2IP CCDC73 CA4 SEC61B FANCA DSTYK LSM3 CLPSL2 KBTBD6 ERCC4 C15orf38-AP3S2 SLX4
PALB2 METTL15 METTL2A MRPL50 FANCA REN BRK1 PXT1 CCDC169-SOHLH2 ITPRIPL2 BLM SLX4
NFATC2IP NAT10 DHX40 TMEFF1 SPIRE2 ATP2B4 VHL SRPK1 FAM48A PLA2G10 ZNF774 CORO7
ATP2A1 MUC15 CA4 TEX10 TCF25 NUAK2 TPRXL LHFPL5 WBP4 RP11-1035H13.3 POLG USP7
IL4R FANCF POLG2 MRPL50 FANCA NFASC METTL6 ZFAND3 CCNA1 KIAA0430 C15orf32 GLYR1
NFATC2IP AC132216.1 INTS2 ZNF510 C16orf3 ZC3H11A TMEM40 GLP1R POSTN AC092291.2 FAM174B CDIP1
PALB2 DCDC5 YPEL2 C9orf174 FANCA PRELP VHL STK38 SLC25A15 MYH11 BLM C16orf89
APOBR CCDC34 TACO1 GABBR2 FANCA CDK18 VHL LHFPL5 RP11-298P3.4 AC092291.2 RGMA SRL
ZKSCAN2 SLC5A12 TLK2 HIATL2 FANCA PIK3C2B TATDN2 KCNK17 TRPC4 SMG1 MAN2A2 METTL22
AQP8 PRRG4 TRIM37 GABBR2 MC1R KLHL12 TAMM41 RAB44 UFM1 ITPRIPL2 RP11-82I10.1 GLYR1
TNRC6A ANO3 DDX42 MSANTD3 MC1R CYB5R1 FANCD2 CDKN1A LHFP CCP110 MCTP2 C16orf71
CTB-134H23.2 BDNF TLK2 XPA DEF8 CNTN2 SYN2 PI16 LHFP RP11-467M13.1 CRTC3 CREBBP
IL4R FANCF CLTC NR4A3 FANCA KDM5B TSEN2 CCDC167 RFC3 RRN3 GABARAPL3 NUDT16L1
RABEP2 LMO2 PRKCA C9orf174 SPIRE2 SOX13 FANCD2OS CLPSL2 COG6 CLEC19A ARRDC4 HMOX2
SBK1 FANCF RP11-178C3.1 PTCH1 FANCA FMOD TIMP4 ETV7 FOXO1 C16orf88 IDH2 DNAJA3
NFATC2IP LGR4 SMURF2 BAAT DEF8 ZBED6 NR2C2 FGD2 FOXO1 GDE1 ST8SIA2 SEC14L5
NFATC2IP CAPRIN1 MAP3K3 DKFZP434H0512 AC133919.6 CHIT1 LSM3 KCNK16 CSNK1A1L ITPRIPL2 MCTP2 CARHSP1
SULT1A1 ARL14EP APOH MURC DBNDD1 UBE2T HDAC11 PPIL1 WBP4 KIAA0430 NGRN DNAJA3
ATP2A1 CCDC73 CLTC GALNT12 DBNDD1 SNRPE RPL32 GLO1 SUGT1P3 CLEC19A TICRR UBN1
KDM8 PRRG4 MRC2 TRIM14 DBNDD1 RBBP5 RPL32 ZFAND3 SUGT1P3 ABCC1 HDDC3 NLRC3
TNRC6A IMMP1L PRR11 ERCC6L2 PRDM7 CHI3L1 AC034193.1 FTSJD2 POSTN TMC5 VPS33B VASN
NUPR1 KIAA1549L RP11-51F16.8 LPPR1 AC133919.6 CDK18 FANCD2 LHFPL5 NHLRC3 FOPNL NGRN METTL22
PRKCB MUC15 PPM1E MSANTD3 MC1R PPP1R12B PPARG CLPSL2 RGCC RP11-1212A22.2 NGRN PMM2
KDM8 KIAA1549L FTSJ3 GABBR2 C16orf3 BTG2 CAPN7 ARMC12 SPG20OS KIAA0430 FANCI CORO7
SULT1A1 SVIP SMG8 TEX10 CENPBD1 OPTC CAND2 CLPSL2 SUGT1P3 AC092291.2 NR2F2 GLIS2
GSG1L CSTF3 MARCH10 FANCC PRDM7 SNRPE SLC6A11 DNAH8 VWA8 PARN POLG TRAP1
CTD-3203P2.2 FANCF STRADA NANS DBNDD1 TMEM81 TMEM40 PPIL1 EXOSC8 IQCK MESP2 TMEM114
ZKSCAN2 MPPED2 TBX4 ZNF782 C16orf3 MYBPH CAPN7 SAYSD1 BRCA2 SYT17 PLIN1 PAM16
IL4R ABTB2 C17orf64 STX17 MC1R UBE2T TMEM43 SLC26A8 FAM48A TMC5 RP11-82I10.1 USP7
APOBR FANCF RPS6KB1 ANP32B SPIRE2 DSTYK PPARG MTCH1 CCDC169-SOHLH2 CTD-2349B8.1 NGRN USP7
PALB2 PRRG4 SKA2 TMOD1 FANCA RP11-480I12.4 CCDC174 DAAM2 CCDC169-SOHLH2 UMOD UNC45A UBN1
SLC5A11 CCDC34 CTD-2510F5.6 NR4A3 PRDM7 KLHL12 XPC KCTD20 KBTBD7 COQ7 MESP2 TFAP4
KIAA0556 KCNA4 VMP1 MSANTD3-TMEFF1 PRDM7 OPTC MRPS25 SLC26A8 SPG20 RPS15A GDPGP1 C16orf71
APOBR MPPED2 VMP1 TGFBR1 GAS8 OPTC SYN2 ETV7 KBTBD7 ITPRIPL2 GABARAPL3 PAM16
NFATC2IP FSHB RP11-178C3.1 ZNF367 C16orf3 GOLT1A CAPN7 MAPK13 STARD13 UMOD FANCI USP7
CD19 C11orf91 ICAM2 TMOD1 SPIRE2 RBBP5 RAF1 GLP1R SOHLH2 PDILT SPATA8 ALG1
IL21R DEPDC7 TUBD1 CTSL2 DEF8 PRELP FANCD2 SAYSD1 SUGT1P3 ITPRIPL2 FURIN EMP2
PALB2 IMMP1L CEP95 TGFBR1 C16orf3 CYB5R1 NR2C2 DAAM2 SUGT1P3 MYH11 PLIN1 SRL
SBK1 KCNA4 AC005544.1 ZNF510 SPIRE2 OPTC MKRN2-AS1 CLPSL1 DCLK1 C16orf88 CHD2 TRAP1
SBK1 CAT ICAM2 HIATL2 RP11-356C4.2 SOX13 CHCHD4 CLPSL1 RP11-298P3.4 CLEC19A FANCI NAGPA
SPNS1 LIN7C ERN1 FANCC SPIRE2 SYT2 VGLL4 CLPS SLC25A15 C16orf45 FES ZNF500
CACNG3 MUC15 PRR11 ZNF189 CENPBD1 AC119673.1 MRPS25 FANCE MTRF1 ERCC4 CIB1 GLIS2
ARHGAP17 ELF5 PRKCA ALG2 GAS8 KLHDC8A TSEN2 BTBD9 CCNA1 GDE1 NGRN VASN
SULT1A1 FSHB PSMC5 FANCC CENPBD1 KLHDC8A HACL1 KCNK17 AKAP11 SHISA9 C15orf38 HMOX2
PALB2 DNAJC24 YPEL2 ZNF367 SPIRE2 LGR6 ATG7 LHFPL5 CCDC169-SOHLH2 KIAA0430 CRTC3 METTL22
ARHGAP17 MPPED2 EFCAB3 PTCH1 DBNDD1 PPFIA4 MKRN2 DNAH8 ELF1 FOPNL CIB1 SLX4
LAT KIF18A SKA2 ZNF189 C16orf3 NFASC SLC6A6 CLPSL2 ALG5 MKL2 IDH2 C16orf72
CHP2 SLC5A12 YPEL2 ALG2 C16orf3 TMCC2 SLC6A6 CDKN1A KL ARL6IP1 FANCI SEC14L5
NSMCE1 RP11-17A1.2 C17orf82 XPA C16orf3 RP11-480I12.4 NUP210 CLPSL2 MRPS31 C16orf45 GDPGP1 PPL
SH2B1 ARL14EP RAD51C TRIM14 DEF8 MYBPH HRH1 GLP1R DGKH GP2 GABARAPL3 GRIN2A
CHP2 ANO3 CSHL1 ANKS6 RP11-356C4.2 KISS1 GHRL TULP1 FAM48A RP11-1212A22.2 AC087477.1 ADCY9
CD19 WT1 CACNG1 TSTD2 FANCA PPP1R15B FGD5 SLC26A8 SMAD9 NPIPP1 AP3S2 RP11-127I20.4
ZKSCAN2 CSTF3 CACNG5 ZNF189 FANCA CNTN2 TIMP4 KCTD20 N4BP2L2 ITPRIPL2 GDPGP1 CORO7-PAM16
ERN2 METTL15 CSH1 TRIM14 TCF25 KLHL12 SLC6A11 CLPS POSTN NPIP TTLL13 CARHSP1
CHP2 DNAJC24 GH1 HABP4 AC133919.6 PRELP TAMM41 MTCH1 CSNK1A1L RRN3 ZNF710 DNASE1
GTF3C1 LGR4 DDX5 MSANTD3-TMEFF1 CENPBD1 CNTN2 FGD5 ARMC12 WBP4 GP2 C15orf38 RP11-297M9.1
CTB-134H23.2 EHF TACO1 KRT8P11 TCF25 CNTN2 TSEN2 BRPF3 RGCC MKL2 KIF7 HMOX2
ERN2 DCDC5 CSHL1 KRT8P11 C16orf3 CNTN2 MKRN2 CDKN1A KBTBD7 NTAN1 FURIN CARHSP1
RBBP6 CCDC73 RAD51C XPA MC1R SLC45A3 NUP210 DAAM2 KBTBD7 RP11-467M13.1 AC016251.1 PMM2
NUPR1 CCDC34 CA4 C9orf156 CENPBD1 KLHDC8A TMEM40 CLPS AKAP11 GP2 AC087477.1 RP11-127I20.4
BOLA2 BBOX1 INTS2 KRT8P11 SPIRE2 KLHDC8A MKRN2 TBC1D22B STOML3 CCP110 HDDC3 EMP2
AQP8 EIF3M MARCH10 FOXE1 SPIRE2 OPTC XPC CLPSL2 CCDC169 GPRC5B MAN2A2 GLIS2
DCTN5 FANCF RNFT1 TRIM14 SPIRE2 ATP2B4 TSEN2 ZFAND3 EXOSC8 NDE1 FES METTL22
DCTN5 FANCF SCN4A HSD17B3 FANCA AC119673.1 HDAC11 MAPK13 SOHLH2 CTD-2349B8.1 IDH2 ALG1
SULT1A2 CAT BRIP1 INVS DEF8 MFSD4 RAF1 CLPS N4BP2L1 MKL2 ZNF710 CORO7
